10.	3.447726121579741e-6
9.	3.3844319870824238e-6
8.	3.336563123931334e-6
7.	3.3143732375872316e-6
6.	3.3391422776544705e-6
5.	3.46418904863422e-6
4.	3.860312858162991e-6
3.	5.081567270298361e-6
2.9	5.3026096642070675e-6
2.8	5.574348962540325e-6
2.7	5.912607457524998e-6
2.6	6.334424704954912e-6
2.5	6.776329001828697e-6
2.4	7.360245857048191e-6
2.3	8.108036761577842e-6
2.2	8.983662279669957e-6
2.1	0.000010196747537478411
2.	0.000011720370292666463
1.9	0.000013835442233381514
1.8	0.00001687935235190232
1.7	0.00002144471056938339
1.6	0.000029010565320641924
1.5	0.00004412152739027876
1.5	0.00013232525426658208
1.6	0.00016326655561249966
1.7	0.00018682582806032813
1.8	0.0001985327658249036
1.9	0.00022376470672453506
2.	0.00023655080509031487
2.1	0.0002435989147314413
2.2	0.0002453994610430483
2.3	0.00025423141186317085
2.4	0.0002627644644373692
2.5	0.00027112041143971657
2.6	0.0002784324336023303
2.7	0.0002856037932927487
2.8	0.0002928969240942671
2.9	0.0002981140111194405
3.	0.0003059699657253388
4.	0.0003596457906980565
5.	0.00040278024992473677
6.	0.00044161969482529086
7.	0.0004730348296560868
8.	0.000506816550165182
9.	0.0005364445254766256
10.	0.0005615853681010523
