10258.051580740492, 9.999222674780936e-25
10613.95226360518, 1.223082027046564e-32
11721.19577903923, 4.142007757047737e-33
12754.91614491701, 4.555293999279712e-33
16593.85020805592, 1.1212304739226616e-31
17417.932318644525, 3.4888753116507357e-32
19300.86769949633, 7.647048322651194e-32
22043.110340460164, 2.4295850224963368e-32
25318.233679293564, 1.7107286609913717e-31
27200.514092902806, 1.7284065641498067e-32
31417.264630178364, 2.5850721889278306e-30
38187.66860660653, 4.881797900265586e-32
42850.47487570059, 1.0146624346468977e-30
49686.099290031896, 1.2670669346985142e-31
55692.24889285584, 1.4537141087654753e-30
64091.33054051164, 2.9576967145840827e-31
71743.93913392552, 1.649193734172715e-30
75900.46266962591, 3.732481557796323e-31
83704.42379832131, 6.0141612974595375e-30
91482.12107218034, 7.048905226586302e-31
103870.4031857398, 9.184909288352457e-30
