1015926.144990324 2.7114355748989675e+24
1231865.2017134526 2.612564659673244e+24
1466535.1854336152 2.2799836384166546e+24
1949705.7471140428 1.790367872234838e+24
2554127.1039457377 1.519734021258881e+24
3387654.9864397533 1.4917340097975192e+24
4625831.9046030985 2.366017761948802e+24
6135217.312483432 4.2631275397213615e+24
8472224.649786232 8.040139816358181e+24
11248803.546680503 1.2370508532273689e+25
14951208.648193005 1.6913777248604801e+25
19727731.210200705 2.030988358539118e+25
26416669.389819745 2.2924429515892888e+25
34797575.09373558 2.459809207247951e+25
45838243.129247665 2.5309835883363287e+25
60382671.345061906 2.5324093926117917e+25
78482195.47680166 2.54729716657756e+25
104962861.39199956 2.4950863757839547e+25
140563287.30285504 2.343568917289836e+25
185172280.07097036 2.1163954062822445e+25
243942354.035007 1.84130103850476e+25
324304551.65326166 1.5290510420693721e+25
431139666.88266194 1.275683841809706e+25
573170480.8762044 1.059351875049273e+25
755097643.6962397 8.837984751459978e+24
994765289.0130241 7.442417505420306e+24
1322471910.750276 6.180323588705149e+24
1749269343.9291525 5.228769127250108e+24
2310127474.0287366 4.471078930793073e+24
3291240059.970236 3.7958770428000763e+24
4335672421.679019 3.558134084947357e+24
5721280842.512436 3.5435987991837215e+24
7572428353.245959 3.719721933638754e+24
10092235482.803783 3.822350388964688e+24
13294711008.4244 3.6845460539505913e+24
17513615179.42257 3.453775966475734e+24
22763952928.60836 3.2460031775298746e+24
30445739809.003567 2.9510239007352636e+24
40773032602.53866 2.6280567472762155e+24
53713044729.840096 2.340357267041543e+24
71591575992.00322 2.0580055480275004e+24
94068323102.72781 1.8132831749791036e+24
125053226404.4002 1.6223516797224263e+24
164740984781.49863 1.44474907068527e+24
217493965715.88782 1.2908845350238655e+24
288506983261.07776 1.1727751691722691e+24
380060149830.9224 1.1044570269505595e+24
500661113826.5718 1.0646388651750351e+24
660672797200.31 1.0289963928776891e+24
874467534121.8804 9.972053110328739e+23
1165485910638.142 9.670536834557773e+23
1535306081014.307 9.497288341276838e+23
2022469665407.778 9.370711132472477e+23
2628667877481.819 9.680177338460232e+23
