7.030e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
7.090e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
7.150e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
7.210e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
7.260e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
7.320e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
7.380e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
7.440e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
7.500e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
7.560e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
7.630e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
7.690e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
7.750e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
7.810e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
7.880e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
7.940e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
8.000e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
8.070e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
8.130e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
8.200e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
8.270e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
8.330e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
8.400e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
8.470e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
8.540e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
8.610e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
8.680e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
8.750e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
8.820e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
8.890e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
8.960e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
9.030e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
9.110e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
9.180e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
9.250e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
9.330e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
9.400e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
9.480e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
9.560e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
9.630e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
9.710e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
9.790e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
9.870e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
9.950e-05  4.140e+00    1.960e-01    1.372e-03    1.950e-01
1.000e-04  4.140e+00    1.960e-01    1.372e-03    1.950e-01
1.010e-04  4.140e+00    1.960e-01    1.372e-03    1.950e-01
1.020e-04  4.140e+00    1.960e-01    1.372e-03    1.950e-01
1.030e-04  4.140e+00    1.960e-01    1.372e-03    1.950e-01
1.040e-04  4.140e+00    1.960e-01    1.372e-03    1.950e-01
1.040e-04  4.140e+00    1.960e-01    1.372e-03    1.950e-01
1.050e-04  4.140e+00    1.960e-01    1.372e-03    1.950e-01
1.060e-04  4.140e+00    1.960e-01    1.372e-03    1.950e-01
1.070e-04  4.140e+00    1.960e-01    1.372e-03    1.950e-01
1.080e-04  4.140e+00    1.960e-01    1.372e-03    1.950e-01
1.090e-04  4.140e+00    1.960e-01    1.372e-03    1.950e-01
1.100e-04  4.140e+00    1.960e-01    1.372e-03    1.950e-01
1.110e-04  4.140e+00    1.960e-01    1.372e-03    1.950e-01
1.110e-04  4.140e+00    1.960e-01    1.372e-03    1.950e-01
