0.010993582516082068 6.778515050209093e-11
0.01559688875966748 6.778515050209093e-11
0.01940772740260288 7.030167930793738e-11
0.030050250819472615 1.0887779426273595e-10
0.035019004614317166 1.6258549373378753e-10
0.04080933272553261 1.5676556051993478e-10
0.05078040994094671 2.0233387620158066e-10
0.06048470539005711 2.1370530512184828e-10
0.08214042810814634 2.0233387620158066e-10
0.10446897695733784 2.0984553655917013e-10
0.12999422244132475 2.1763606787197096e-10
0.16533105246213037 2.2571582324514927e-10
0.1926682384064995 2.0233387620158066e-10
0.20572692713356677 1.457432300861604e-10
0.22948774245009912 1.8810759567131877e-10
0.3049138946271054 2.0984553655917013e-10
0.3963704464360655 1.9509110429524357e-10
0.5501819384315945 1.9509110429524357e-10
0.6411535117092944 1.9509110429524357e-10
0.6997400131964174 2.427863546617289e-10
0.8334625222017453 2.708430389608322e-10
0.8899530352885233 4.1946071507486915e-10
1.0146800319866922 3.133590315668355e-10
1.0371051355451344 4.853061904803201e-10
1.1568875283162845 3.625490359333402e-10
1.1824555121241107 6.987586173067816e-10
1.1824555121241107 2.243486615222789e-9
1.2085885653790507 3.0031191224227856e-9
1.2626001098748578 4.82366688774336e-9
1.3190254178484833 7.470521560306412e-9
1.605817559304479 9.642038592730696e-9
1.9126943263684355 1.1569765011097553e-8
2.278216205150076 1.2906781025788534e-8
2.59750840803058 1.3882900501242125e-8
3.303599120128346 1.9273492632738884e-8
3.7665988293374157 2.229897807039088e-8
5.0045736922132225 2.878080270533962e-8
6.649435996665045 3.714675182642415e-8
8.274114356579 4.622827112512932e-8
12.811351198742205 7.159476476567655e-8
25.22892433054549 1.379881171253943e-7
60.484705390057044 3.3097021967275576e-7
461.90957194037566 0.0000025487806057587496
