1.0115794542598983e6	2.502376464875831e24
1.083926914021204e6	1.675675000048144e25
1.1614486138403413e6	3.00458155332632e25
1.2445146117713845e6	4.244439623519811e25
1.333521432163324e6	5.401366035291485e25
1.4288939585111036e6	6.4809628221095865e25
1.5310874616820288e6	7.488425035617708e25
1.6405897731995387e6	8.428586979329057e25
1.757923613958693e6	9.30595324133963e25
1.883649089489802e6	1.0124723762717134e26
2.0183663636815597e6	1.0888815338929187e26
2.1627185237270202e6	1.160187751785238e26
2.3173946499684798e6	1.2267291204977969e26
2.483133105295568e6	1.2888127186407816e26
2.660725059798809e6	1.3467046473121621e26
2.8510182675039098e6	1.4006158276802546e26
3.0549211132155093e6	1.4506897027771625e26
3.2734069487883793e6	1.4969922305975684e26
3.5075187395256795e6	1.5394960926497955e26
3.7583740428844434e6	1.5781328889022315e26
4.0271703432545867e6	1.6127697543710782e26
4.31519076827765e6	1.643232832542776e26
4.623810213992603e6	1.6693550584020124e26
4.954501908047905e6	1.6909723209053296e26
5.308844442309879e6	1.707931930351586e26
5.688529308438413e6	1.720142535036033e26
6.095368972401693e6	1.72755982952592e26
6.531305526474716e6	1.730174732717339e26
6.998419960022731e6	1.728071858419567e26
7.498942093324558e6	1.7213653600303367e26
8.035261221856161e6	1.7102022337817875e26
8.609937521845998e6	1.6947180979718912e26
9.225714271547629e6	1.6752277111111243e26
9.88553094656939e6	1.6520462914262102e26
1.0592537251772897e7	1.6254325247108237e26
1.1350108156723144e7	1.595685080780148e26
1.2161860006463679e7	1.5631316266445063e26
1.3031667784523001e7	1.5281278832710714e26
1.3963683610559363e7	1.4909538017095268e26
1.4962356560944328e7	1.451946812516333e26
1.6032453906900417e7	1.4114556834650288e26
1.717908387157586e7	1.3697869420530405e26
1.8407720014689546e7	1.3272516941443758e26
1.9724227361148532e7	1.2841260704664604e26
2.1134890398366433e7	1.2406797776013556e26
2.2646443075930573e7	1.1970680331317187e26
2.426610095082414e7	1.1534659512273915e26
2.600159563165272e7	1.1100127471239288e26
2.7861211686297722e7	1.0671526861308603e26
2.9853826189179573e7	1.0248778490940448e26
3.198895109691397e7	9.83299710689899e25
3.427677865464505e7	9.425345101137145e25
3.672823004980843e7	9.02731586973839e25
3.935500754557773e7	8.640107704915029e25
4.2169650342858225e7	8.263677328097915e25
4.518559443749217e7	7.89824491857708e25
4.841723675840989e7	7.544403900192025e25
5.188000389289609e7	7.2027625619968456e25
5.559042572704037e7	6.873947644224141e25
5.956621435290109e7	6.557528601885656e25
6.3826348619054824e7	6.253591737195463e25
6.839116472814293e7	5.961869766367458e25
7.328245331389044e7	5.681997005489085e25
7.85235634610071e7	5.413566085677738e25
8.413951416451947e7	5.15594724981071e25
9.015711376059571e7	4.908821006714889e25
9.660508789898121e7	4.67208650493815e25
1.0351421666793452e8	4.445796685011875e25
1.109174815262401e8	4.230010924772079e25
1.1885022274370165e8	4.024735329467802e25
1.2735030810166629e8	3.829650152192368e25
1.364583136588924e8	3.644432588324118e25
1.4621771744567153e8	3.468788625929025e25
1.5667510701081502e8	3.302396172706148e25
1.678804018122559e8	3.14491843145971e25
1.7988709151287836e8	2.9960585619783703e25
1.9275249131909367e8	2.8555512270401254e25
2.065380155810527e8	2.723077807832075e25
2.2130947096056318e8	2.5980246543915355e25
2.3713737056616554e8	2.4800275583933894e25
2.5409727055493012e8	2.368755025059889e25
2.7227013080779046e8	2.264248276204034e25
2.9174270140011656e8	2.1659492749751658e25
3.1260793671239495e8	2.0735617072456944e25
3.349654391578279e8	1.9867891903257016e25
3.58921934645005e8	1.9053564134371899e25
3.845917820453543e8	1.828999954500816e25
4.120975190973304e8	1.7574018529012889e25
4.415704473533121e8	1.690285972496387e25
4.731512589614813e8	1.6273875740548264e25
5.0699070827470446e8	1.5684612280807442e25
5.432503314924325e8	1.5132798510492597e25
5.821032177708721e8	1.4616116368891941e25
6.237348354824191e8	1.4132410972847149e25
6.683439175686135e8	1.3679806633680653e25
7.161434102129027e8	1.3256776476981428e25
7.673614893618186e8	1.286172916323011e25
8.222426499470695e8	1.2492524587027598e25
8.810488730080147e8	1.2147369275955453e25
9.440608762859226e8	1.1824615389663012e25
1.0115794542598962e9	1.1522866655419527e25
1.083926914021204e9	1.1240869398906979e25
1.1614486138403413e9	1.097710687000203e25
1.2445146117713819e9	1.0731681133844982e25
1.333521432163324e9	1.0504099945542832e25
1.4288939585111008e9	1.0292004689476287e25
1.5310874616820257e9	1.009352865730557e25
1.6405897731995387e9	9.907960571816705e24
1.7579236139586895e9	9.7343604040484e24
1.8836490894898021e9	9.572166001863013e24
2.0183663636815596e9	9.420792222452375e24
2.1627185237270246e9	9.279726748194699e24
2.3173946499684796e9	9.148531652933889e24
2.483133105295568e9	9.026845803275223e24
2.660725059798814e9	8.914388190704089e24
2.8510182675039096e9	8.810962305077552e24
3.0549211132155094e9	8.716461676920224e24
